label,content
__problem__,"计算机去哪个群啊软院吗
"
__noproblem__,"哪位新生这会儿能上迎新网啊
"
__problem__,"大小b是啥啊。。。
"
__noproblem__,"/doge
"
__problem__,"请问这个学期经典阅读是还没开课吗
"
__noproblem__,"不会
"
__problem__,"学长学姐来过了吗
"
__noproblem__,"自己上智汇卡网站上看下。
"
__problem__,"请问导学课和研讨课算gpa吗
"
__noproblem__,"都选中/都选不中哪个概率大一些
"
__problem__," 小姐姐在附近吗 求照片
"
__noproblem__,"谢谢
"
__problem__,"数理还有谁没签到
"
__noproblem__,"我是支持你穿lo的
"
__problem__,"想问一下，我是数理大类的新生，大学准备学物理，以后想从事电子类工作，请问有没有必要跨专业选修电子科学与工程的课程。谢谢
"
__noproblem__,"签到
"
__problem__,"如何在一个小时左右的时间内把军训外套弄干
"
__noproblem__,"emmmm
"
__problem__,"选课可以选高年级的课吗
"
__noproblem__,"欢迎加入仙林IT侠在线互助一群，群聊号码：302228512，找it侠。
"
__problem__,"你只跟阿姨报修，没提要求。。
"
__noproblem__,"没事 上了大学总会有对象的
"
__problem__,"计算机的可以住进去了
"
__noproblem__,"弄不懂提前批那么高
"
__problem__,"现场拍
"
__noproblem__,"比例不代表最终情况
"
__problem__,"图书馆中秋节开放吗
"
__noproblem__,"
"
__problem__,"请问宿舍校园网没速度了是什么情况
"
__noproblem__,"商务本
"
__problem__,"可以出去。。。旅游
"
__noproblem__,"来了计科
"
__problem__,"鼓楼住宿怎样
"
__noproblem__,"试卷上的空白不会说谎
"
__problem__,"女生补选里有足球吗
"
__noproblem__," 哦吼 真的嘛 有需要了解一下
"
__problem__,"那个链接搜不到，全都复制吗，还是复制一半
"
__noproblem__,"我要练人工呼吸
"
__problem__,"小姐姐能给个好友位吗
"
__noproblem__,"那找学弟
"
__problem__,"咋连啊
"
__noproblem__,"扎铁了
"
__problem__,"我们就会有故事吗
"
__noproblem__,"签到
"
__problem__,"B站怎么你了
"
__noproblem__,"验证成功！您可以继续挖矿了！
"
__problem__,"请问有计算机专业的学长学姐嘛[CQ:face,id=187]
"
__noproblem__,"照这样下去我图都被你偷干净了
"
__problem__,"请问寒假里的志愿时长是算在第一学期吗
"
__noproblem__,"去食堂多方便呀，那么多帽子没人要
"
__problem__,"18级报名怎么这么早啊
"
__noproblem__,"(赶紧装一个）
"
__problem__,"请问大噶有没有罗卫民老师的电话联系方式
"
__noproblem__,"。。。可是以前都成功啊
"
__problem__,"打电话说是邮政退款，非要我扫支付宝码登录的是不是诈骗啊
"
__noproblem__,"好像教室里网比较快
"
__problem__,"一定要绑银行卡吗
"
__noproblem__," 群文件有的哦。
"
__problem__,"啊啊啊有没有人知道地址在哪啊
"
__noproblem__,"  
"
__problem__,"是不是拉着人：大爷，我们这里有各种各样的等你来选
"
__noproblem__,"本科和艺术有关的好像就艺文
"
__problem__,"吗
"
__noproblem__,"这是一场终结复读机的答题
"
__problem__,"好像因为去年报道比今年晚
"
__noproblem__," 学姐
"
__problem__,"化学生命科学类有群吗
"
__noproblem__,"哦
"
__problem__,"请问大一菜单课的全球视野下的历史与文化期末怎么考核
"
__noproblem__,"记入
"
__problem__,"（有興趣可以問問生科的老師）
"
__noproblem__,"要出事/斜眼笑
"
__problem__,"默默问一句，晚上能在宿舍自己打热水洗澡吗就是晚上运动运动，浴室关门了那种...
"
__noproblem__,"计算机方面的
"
__problem__,"大连的
"
__noproblem__,"tql
"
__problem__,"不过一个系的应该在同一栋
"
__noproblem__,"超温柔的哦
"
__problem__,"我登录一遍，其他人上网就不需要登录了吗
"
__noproblem__,"最近考试，暂时不接预约了。
"
__problem__,"改卷
"
__noproblem__,"PS
"
__problem__,"请问第二专业的课程(跨大类课程)是在周末单独开班吗，还是跟着该专业的学生上他们的专业课
"
__noproblem__,"还是已经过去了/偷看
"
__problem__,"咦
"
__noproblem__,"哈哈哈哈
"
__problem__,"学习还要花钱
"
__noproblem__,"要填么
"
__problem__,"看看是不是搞错了
"
__noproblem__,"看那个课开课时间
"
__problem__,"你们预报到都填过了吗
"
__noproblem__,"一般般恐怖
"
__problem__,"也就是18级的提前批进来的专业在转专业上没有限制
"
__noproblem__,"群相册
"
__problem__,"我只知道住院区的开水房在哪儿…
"
__noproblem__," 三个合法地点：教超、地铁站、学友书店
"
__problem__,"请问早上排满合适吗。。
"
__noproblem__," 校內應該沒有
"
__problem__,"gayschool
"
__noproblem__,"(打个广告)计科足球队，喜欢踢球，热爱足球的小伙伴可以直接戳我，我们也有免打卡
"
__problem__,"可以让下一位运气王来吗
"
__noproblem__,"随便咬的第一口最甜
"
__problem__,"报道当天校内有宾馆住宿吗
"
__noproblem__,"哈哈哈哈哈哈哈
"
__problem__,"请问宿舍铺地板革要多少平方啊
"
__noproblem__," ……可能五一涨价吧
"
__problem__,"现在校园卡系统好了吗
"
__noproblem__,"和叔叔说一下就好了（我带过两个人
"
__problem__,"那个学前测试为什么提交不上去
"
__noproblem__,"还有下个星期似乎是体测
"
__problem__,"下午有人看ig吗
"
__noproblem__,"不是有那个猪和狗的图么hhhh
"
__problem__,"我老
"
__noproblem__,"万一这个专业
"
__problem__,"炉石玩着会累吗/幽灵
"
__noproblem__,"上周开课的选修这周算第二周退掉了不显示退选对吧
"
__problem__,"那如果衣服没干怎么办x
"
__noproblem__,"那我再试试
"
__problem__,"地头鹏吗/斜眼笑
"
__noproblem__,"通知书
"
__problem__,"那个P是啥
"
__noproblem__,"开花开花
"
__problem__,"计科
"
__noproblem__,"概论按道理都是不该挂的吧/幽灵
"
__problem__,"高度呢我没试过
"
__noproblem__,"顺序
"
__problem__,"大一上为啥就选修了……
"
__noproblem__,"中学名称
"
__problem__,"你们寄档案地址和收件人怎么写的
"
__noproblem__,"换个网口
"
__problem__,"请问六栋来电了吗
"
__noproblem__,"嗯嗯
"
__problem__," 董晓老师的吗
"
__noproblem__,"自觉点
"
__problem__,"/红包国庆七天长假无事可做快来做兼职复读机
"
__noproblem__,"要
"
__problem__,"是不是在做英语课作业。。
"
__noproblem__,"上学期弄好了忘了
"
__problem__,"宿舍墙上可以贴东西吗
"
__noproblem__,"因为我们配不上dll
"
__problem__,"工管工程管理学院加工试
"
__noproblem__,"今天就可以进宿舍了其实……
"
__problem__,"你们都直接分专业了吗
"
__noproblem__,"你值得拥有
"
__problem__,"洗衣房的4号洗衣机是有毒吗
"
__noproblem__,"..我们这里上个厕所都要去隔间的
"
__problem__," 你做游戏嘛
"
__noproblem__,"这个……
"
__problem__," 这个在迎新网嘛
"
__noproblem__,"你当天没课的话就不影响
"
__problem__,"干嘛不存呢
"
__noproblem__,"注意车速就行
"
__problem__,"请问各位，体育课的成绩会参与学分绩的计算吗
"
__noproblem__,"大活七楼人武部
"
__problem__,"办啥卡
"
__noproblem__,"没有馒头是真的
"
__problem__,"帽子丢了怎么办
"
__noproblem__,"谢谢啦
"
__problem__," 教务通知在哪里啊，网页里没有啊
"
__noproblem__,"莫得事，机会多多
"
__problem__,"国家专项不是贫困地区吗
"
__noproblem__," 宝贝
"
__problem__,"打卡是从今天开始吗
"
__noproblem__,"好伤感
"
__problem__,"请问非本校的人能申请打疫苗吗
"
__noproblem__," 地学也在6栋
"
__problem__,"想知道老师是谁
"
__noproblem__,"（没有学姐……）
"
__problem__,"请问每周要看还要打卡的视频是从哪里看
"
__noproblem__," 什么都没挖到，请继续挖矿吧！
"
__problem__,"群主的透明头像怎么设置的
"
__noproblem__,"/托腮/托腮/托腮
"
__problem__,"有化学大佬吗
"
__noproblem__,"nice
"
__problem__," 请问，太晚一般是多晚啊20号算晚吗[CQ:emoji,id=127770]
"
__noproblem__,"饭堂
"
__problem__,"问下形政明天怎么交
"
__noproblem__,"这么说不迁可以办医保的咯
"
__problem__,"你怎么抢我的家
"
__noproblem__,"软院
"
__problem__,"学校会发床上用品吗怕当天晚上住不了
"
__noproblem__," 会被学长打
"
__problem__,"怎么办，这种只有我不行的感觉是怎么回事
"
__noproblem__,"[CQ:face,id=182][CQ:face,id=182]
"
__problem__,"不继续了吗
"
__noproblem__,"你可以问问阿姨
"
__problem__,"这不是最简单一步吗
"
__noproblem__," 差不多
"
__problem__,"从哪里了解到的呢发来看看
"
__noproblem__,"三天前就这样了
"
__problem__,"有推荐吗
"
__noproblem__,"谢啦
"
__problem__," 性别不一样 怎么谈恋爱
"
__noproblem__,"[CQ:face,id=182]
"
__problem__,"今天吗
"
__noproblem__,"而且共享单车的潮汐规律很明显，有时候可能一辆车都没有
"
__problem__,"请问奇妙的声音是什么
"
__noproblem__,"额
"
__problem__,"有下限吗
"
__noproblem__,"哪个院不秃呢
"
__problem__,"不怎么需要。梅雨季节可能要
"
__noproblem__,"可以去，不影响
"
__problem__,"我猜五斤
"
__noproblem__,"我双排还是白银
"
__problem__,"请问有人知道晚上的托福讲座是在什么时候吗。。。忘记在哪看到的了
"
__noproblem__,"具体的内容可以相信吧
"
__problem__,"应该不难吧
"
__noproblem__,"我们还分不分
"
__problem__,"无奈吗……
"
__noproblem__,"/笑哭/笑哭
"
__problem__,"为啥找不到在哪换照片
"
__noproblem__,"迎新系统网站上有题库可以下载
"
__problem__,"我想问一下 为啥录取信息在本科招生网查不到
"
__noproblem__,"中秋快乐
"
__problem__,"图书馆院系分馆的书是和图书馆一样随便都能借吗
"
__noproblem__,"去点赞啊/斜眼笑
"
__problem__,"有啥需要托运的
"
__noproblem__," 不是，补考合格60
"
__problem__,"军训是不是很水
"
__noproblem__," 开学
"
__problem__," （那是什么)可以问问宿管
"
__noproblem__," 自己去找培训机构呀，这里不做广告
"
__problem__,"显示jion 的
"
__noproblem__,"奇亚娜
"
__problem__,"学校有改衣服的地方吗04
"
__noproblem__,"总统府人好多
"
__problem__,"登入教务系统后怎么弄啊
"
__noproblem__,"。。。
"
__problem__,"提到河难道不应该第一个想到黄河吗
"
__noproblem__,"你可以去打印店问问我觉得可能会有
"
__problem__,"这是什么
"
__noproblem__,"冬天不出宿舍
"
__problem__,"kill是不是还需要一个pid
"
__noproblem__,"不大 很爽
"
__problem__,"请问刚开学需要笔记本电脑吗
"
__noproblem__,"等等啊
"
__problem__,"那个优惠券是不是真的
"
__noproblem__,"好的
"
__problem__,"不知道怎么操作可以找工作人员
"
__noproblem__,"但是只有辣椒有味道[CQ:face,id=67]
"
__problem__,"那智慧树和某一些网课通识开始了吗
"
__noproblem__,"反正过两天就报到了
"
__problem__,"请问自己宿舍们的钥匙丢了怎么办[CQ:face,id=5][CQ:face,id=5][CQ:face,id=5]
"
__noproblem__,"准备录屏吧
"
__problem__,"想问下手指头被猫抓开了一个小口子怎么办
"
__noproblem__," 食堂门口，宿舍一楼，教学楼等处的多媒体机上或者通过“南京大学”app
"
__problem__,"诸位拿到录取通知书了吗
"
__noproblem__,"可以让你在大一的时候吸引很多人的目光
"
__problem__,"必须用路由器吗…那我还得买个路由器（）
"
__noproblem__,"谢谢
"
__problem__,"不知道怎么回复你/骚扰
"
__noproblem__,"emmmmmm
"
__problem__,"结果出来了吗
"
__noproblem__,"不是啊
"
__problem__,"他不是男的吗
"
__noproblem__,"其实野营最好的地方在绿博园
"
__problem__,"下一局
"
__noproblem__,"打游戏是真的浪费时间
"
__problem__,"网测要带身份证吗
"
__noproblem__,"大呀
"
__problem__,"加了吗
"
__noproblem__,"别
"
__problem__,"要怎么提交证明
"
__noproblem__,"可以借
"
__problem__,"所以差不多就行不知道你们现在什么政策
"
__noproblem__,"炸蝎子也很好吃的。
"
__problem__,"是吗
"
__noproblem__,"查不了唉
"
__problem__,"今天下过雨足球课是不是停课了
"
__noproblem__,"熬夜配咖啡很养生啊
"
__problem__,"钱封顶，时间不封顶
"
__noproblem__,"谢谢啦
"
__problem__,"为什么不开
"
__noproblem__,"对
"
__problem__,"请问美签DS-160的网为何令人如此抓狂不会科学上网的同学怎么做才可以让它快一点
"
__noproblem__,"嘛了嘛了
"
__problem__,"人类的本质是
"
__noproblem__,"哦哦 谢谢
"
__problem__,"你们在网上买的时候用的是录取编号吗
"
__noproblem__,"对啊
"
__problem__,"请问南门地铁到南京汽车站，坐到哪里下
"
__noproblem__,"有毒
"
__problem__,"录取通知书
"
__noproblem__,"暑假不出门
"
__problem__,"问一下行李选择用快递运会有人帮签收吗
"
__noproblem__,"谢谢老师
"
__problem__,"请问食堂现在开吗
"
__noproblem__,"只坑头
"
__problem__,"周大佬弄的那个
"
__noproblem__,"想学习
"
__problem__,"如果悦读经典选了6门这学期只会中2门吗
"
__noproblem__,"嗯嗯
"
__problem__,"我怎么会是水怪
"
__noproblem__,"0969♂15
"
__problem__,"顶替上学
"
__noproblem__,"90的串串那毕竟不能天天吃...
"
__problem__,"怎么还没褪裙
"
__noproblem__,"大一什么时候军训啊
"
__problem__," 我说啥了
"
__noproblem__,"多玩玩就会了
"
__problem__,"请问双学位的课程和一个专业相比繁重多少
"
__noproblem__,"等你们抢课
"
__problem__,"哦是一个盖章信封里面有几张纸的那个
"
__noproblem__,"石头nb！
"
__problem__,"完善个人信息是在迎新网上吗
"
__noproblem__,"要是9点前还查不到，那征平应该是要填的，个人认为
"
__problem__,"请问逸夫楼有打印机吗
"
__noproblem__," 学号学号
"
__problem__,"就是选课不用看学分吗
"
__noproblem__,"发什么资料取决于学院
"
__problem__,"那你为啥不在电话里问清楚呢
"
__noproblem__,"涨姿势了
"
__problem__,"请问形势与政策是个啥课，可以翘吗，我有课和它时间冲突
"
